year,indicator_code,indicator_name,value,country_name
2017,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.859660611,Cambodia
2016,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.039285631,Cambodia
2015,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.131684022,Cambodia
2014,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.787027078,Cambodia
2013,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.552546195,Cambodia
2024,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.806060051,Indonesia
2023,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.705784238,Indonesia
2022,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.754716583,Indonesia
2021,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.620672732,Indonesia
2020,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,5.103955991,Indonesia
2019,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,5.454534399,Indonesia
2018,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,5.094333829,Indonesia
2017,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,5.990299743,Indonesia
2016,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.820248664,Indonesia
2015,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,5.002885481,Indonesia
2014,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.940893221,Indonesia
2013,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,5.855540025,Indonesia
2024,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,,Lao PDR
2023,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,10.34437485,Lao PDR
2022,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,8.413767686,Lao PDR
2021,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,10.31330131,Lao PDR
2020,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,10.32832394,Lao PDR
2019,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,10.79167895,Lao PDR
2018,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,8.377122557,Lao PDR
2017,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.783402157,Lao PDR
2016,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.106615446,Lao PDR
2015,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.963242184,Lao PDR
2014,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,6.482374586,Lao PDR
2013,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.887313188,Lao PDR
2024,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.253654191,Malaysia
2023,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.178172158,Malaysia
2022,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.193417928,Malaysia
2021,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.433594015,Malaysia
2020,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.564481941,Malaysia
2019,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.699092496,Malaysia
2018,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.682455373,Malaysia
2017,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.126963688,Malaysia
2016,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.936988491,Malaysia
2015,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.845001685,Malaysia
2014,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.760606188,Malaysia
2013,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.16598303,Malaysia
2024,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.085554372,Philippines
2023,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.201190134,Philippines
2022,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.362767236,Philippines
2021,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.292994927,Philippines
2020,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.14756942,Philippines
2019,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.12625301,Philippines
2018,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,0.941254933,Philippines
2017,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,0.898913855,Philippines
2016,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,0.83695681,Philippines
2015,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,0.948387367,Philippines
2014,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.035727614,Philippines
2013,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,0.987227611,Philippines
2024,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.709212667,Sri Lanka
2023,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.204196958,Sri Lanka
2022,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.813022315,Sri Lanka
2021,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.022933997,Sri Lanka
2020,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.352270549,Sri Lanka
2019,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.493061066,Sri Lanka
2018,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,,Sri Lanka
2017,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.623786046,Sri Lanka
2016,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.658034957,Sri Lanka
2015,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.482090368,Sri Lanka
2014,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.629391282,Sri Lanka
2013,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.622709021,Sri Lanka
2024,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.003089673,Thailand
2023,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.648098959,Thailand
2022,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.102005544,Thailand
2021,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.164448578,Thailand
2020,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.626799863,Thailand
2019,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.659585147,Thailand
2018,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.042967037,Thailand
2017,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.920355154,Thailand
2016,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.862982262,Thailand
2015,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.75814698,Thailand
2014,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.911260683,Thailand
2013,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,4.809587976,Thailand
2024,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,,Viet Nam
2023,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.90086967,Viet Nam
2022,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.106868725,Viet Nam
2021,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.876097499,Viet Nam
2020,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.752041474,Viet Nam
2019,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.899680399,Viet Nam
2018,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.836187003,Viet Nam
2017,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.939580635,Viet Nam
2016,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,1.964821489,Viet Nam
2015,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.122894125,Viet Nam
2014,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,2.330443493,Viet Nam
2013,TX.VAL.AGRI.ZS.UN,agricultural_raw_materials_exports_pct,3.197090721,Viet Nam
2024,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.001242881,Cambodia
2023,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.69E-06,Cambodia
2022,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.39E-06,Cambodia
2021,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.00011284,Cambodia
2020,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.05E-06,Cambodia
2019,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,6.86E-06,Cambodia
2018,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.000711772,Cambodia
2017,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,5.14E-06,Cambodia
2016,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.007714306,Cambodia
2015,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.94E-05,Cambodia
2014,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.21E-07,Cambodia
2013,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.000907739,Cambodia
2024,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,20.84829422,Indonesia
2023,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,22.98840499,Indonesia
2022,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,24.29680936,Indonesia
2021,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,19.45403687,Indonesia
2020,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,15.62688087,Indonesia
2019,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,20.33802174,Indonesia
2018,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,23.31002861,Indonesia
2017,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,21.84518766,Indonesia
2016,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,19.28903403,Indonesia
2015,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,23.04277508,Indonesia
2014,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,29.04285462,Indonesia
2013,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,31.44082849,Indonesia
2024,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,,Lao PDR
2023,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.826812899,Lao PDR
2022,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,24.95086705,Lao PDR
2021,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,27.41775843,Lao PDR
2020,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,16.86571671,Lao PDR
2019,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,27.0504531,Lao PDR
2018,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,24.25197694,Lao PDR
2017,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,26.32641536,Lao PDR
2016,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.240806629,Lao PDR
2015,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.176088512,Lao PDR
2014,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.042123341,Lao PDR
2013,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.616634277,Lao PDR
2024,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,14.40331582,Malaysia
2023,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,16.51216338,Malaysia
2022,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,17.08107931,Malaysia
2021,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,12.44741033,Malaysia
2020,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,11.38568064,Malaysia
2019,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,14.43927765,Malaysia
2018,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,15.67076642,Malaysia
2017,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,15.4036826,Malaysia
2016,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,14.00259524,Malaysia
2015,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,16.46374629,Malaysia
2014,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,22.08948731,Malaysia
2013,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,22.27238742,Malaysia
2024,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.258116964,Philippines
2023,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.139127323,Philippines
2022,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.568316693,Philippines
2021,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.18141568,Philippines
2020,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.08970257,Philippines
2019,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.475881529,Philippines
2018,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.695715719,Philippines
2017,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.508846659,Philippines
2016,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.3324938,Philippines
2015,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.320696086,Philippines
2014,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.972819975,Philippines
2013,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.766912716,Philippines
2024,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.439814181,Sri Lanka
2023,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.225493125,Sri Lanka
2022,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.254465901,Sri Lanka
2021,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.927191888,Sri Lanka
2020,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.737578636,Sri Lanka
2019,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.859717528,Sri Lanka
2018,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,,Sri Lanka
2017,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.558431941,Sri Lanka
2016,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.600245896,Sri Lanka
2015,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.808345269,Sri Lanka
2014,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.638481708,Sri Lanka
2013,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.316453475,Sri Lanka
2024,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.422476976,Thailand
2023,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.867002137,Thailand
2022,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.884727684,Thailand
2021,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.58403042,Thailand
2020,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.655414499,Thailand
2019,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.440945933,Thailand
2018,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,4.225474101,Thailand
2017,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.488262552,Thailand
2016,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.903266635,Thailand
2015,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.936074033,Thailand
2014,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,5.266216122,Thailand
2013,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,6.265606399,Thailand
2024,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,,Viet Nam
2023,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.952923331,Viet Nam
2022,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.167043847,Viet Nam
2021,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.979644882,Viet Nam
2020,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,0.948498944,Viet Nam
2019,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.37705087,Viet Nam
2018,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,1.613912703,Viet Nam
2017,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.252773513,Viet Nam
2016,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,2.026356218,Viet Nam
2015,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,3.083529778,Viet Nam
2014,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,6.149934739,Viet Nam
2013,TX.VAL.FUEL.ZS.UN,fuel_exports_pct,7.335465156,Viet Nam
2024,TX.VAL.FOOD.ZS.UN,food_exports_pct,15.22935987,Cambodia
2023,TX.VAL.FOOD.ZS.UN,food_exports_pct,7.812896754,Cambodia
2022,TX.VAL.FOOD.ZS.UN,food_exports_pct,4.786338447,Cambodia
2021,TX.VAL.FOOD.ZS.UN,food_exports_pct,5.330390152,Cambodia
2020,TX.VAL.FOOD.ZS.UN,food_exports_pct,4.453972221,Cambodia
2019,TX.VAL.FOOD.ZS.UN,food_exports_pct,4.586075048,Cambodia
2018,TX.VAL.FOOD.ZS.UN,food_exports_pct,5.154066325,Cambodia
2017,TX.VAL.FOOD.ZS.UN,food_exports_pct,4.777133392,Cambodia
2016,TX.VAL.FOOD.ZS.UN,food_exports_pct,4.508955391,Cambodia
2015,TX.VAL.FOOD.ZS.UN,food_exports_pct,4.769863159,Cambodia
2014,TX.VAL.FOOD.ZS.UN,food_exports_pct,5.267180557,Cambodia
2013,TX.VAL.FOOD.ZS.UN,food_exports_pct,5.840878799,Cambodia
2024,TX.VAL.FOOD.ZS.UN,food_exports_pct,19.82116952,Indonesia
2023,TX.VAL.FOOD.ZS.UN,food_exports_pct,19.59344342,Indonesia
2022,TX.VAL.FOOD.ZS.UN,food_exports_pct,20.36465716,Indonesia
2021,TX.VAL.FOOD.ZS.UN,food_exports_pct,23.51251954,Indonesia
2020,TX.VAL.FOOD.ZS.UN,food_exports_pct,23.60969628,Indonesia
2019,TX.VAL.FOOD.ZS.UN,food_exports_pct,20.30346231,Indonesia
2018,TX.VAL.FOOD.ZS.UN,food_exports_pct,20.44881683,Indonesia
2017,TX.VAL.FOOD.ZS.UN,food_exports_pct,23.18610091,Indonesia
2016,TX.VAL.FOOD.ZS.UN,food_exports_pct,22.2766602,Indonesia
2015,TX.VAL.FOOD.ZS.UN,food_exports_pct,21.45178045,Indonesia
2014,TX.VAL.FOOD.ZS.UN,food_exports_pct,20.10336398,Indonesia
2013,TX.VAL.FOOD.ZS.UN,food_exports_pct,17.49567868,Indonesia
2024,TX.VAL.FOOD.ZS.UN,food_exports_pct,,Lao PDR
2023,TX.VAL.FOOD.ZS.UN,food_exports_pct,23.23329908,Lao PDR
2022,TX.VAL.FOOD.ZS.UN,food_exports_pct,19.64493884,Lao PDR
2021,TX.VAL.FOOD.ZS.UN,food_exports_pct,14.53714681,Lao PDR
2020,TX.VAL.FOOD.ZS.UN,food_exports_pct,28.0692653,Lao PDR
2019,TX.VAL.FOOD.ZS.UN,food_exports_pct,13.46826542,Lao PDR
2018,TX.VAL.FOOD.ZS.UN,food_exports_pct,17.17468539,Lao PDR
2017,TX.VAL.FOOD.ZS.UN,food_exports_pct,20.81540105,Lao PDR
2016,TX.VAL.FOOD.ZS.UN,food_exports_pct,29.33582427,Lao PDR
2015,TX.VAL.FOOD.ZS.UN,food_exports_pct,21.05848209,Lao PDR
2014,TX.VAL.FOOD.ZS.UN,food_exports_pct,17.34289065,Lao PDR
2013,TX.VAL.FOOD.ZS.UN,food_exports_pct,14.16267175,Lao PDR
2024,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.21935408,Malaysia
2023,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.541790496,Malaysia
2022,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.58831499,Malaysia
2021,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.79008481,Malaysia
2020,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.07283729,Malaysia
2019,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.268297007,Malaysia
2018,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.090188089,Malaysia
2017,TX.VAL.FOOD.ZS.UN,food_exports_pct,11.02809025,Malaysia
2016,TX.VAL.FOOD.ZS.UN,food_exports_pct,11.54855551,Malaysia
2015,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.83439658,Malaysia
2014,TX.VAL.FOOD.ZS.UN,food_exports_pct,11.10808555,Malaysia
2013,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.99291166,Malaysia
2024,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.40992286,Philippines
2023,TX.VAL.FOOD.ZS.UN,food_exports_pct,8.416371766,Philippines
2022,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.187186296,Philippines
2021,TX.VAL.FOOD.ZS.UN,food_exports_pct,8.912959771,Philippines
2020,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.316113919,Philippines
2019,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.060907311,Philippines
2018,TX.VAL.FOOD.ZS.UN,food_exports_pct,8.657875297,Philippines
2017,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.312224376,Philippines
2016,TX.VAL.FOOD.ZS.UN,food_exports_pct,8.357741575,Philippines
2015,TX.VAL.FOOD.ZS.UN,food_exports_pct,7.731460713,Philippines
2014,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.20537682,Philippines
2013,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.42168439,Philippines
2024,TX.VAL.FOOD.ZS.UN,food_exports_pct,27.25449454,Sri Lanka
2023,TX.VAL.FOOD.ZS.UN,food_exports_pct,25.70481701,Sri Lanka
2022,TX.VAL.FOOD.ZS.UN,food_exports_pct,23.25269892,Sri Lanka
2021,TX.VAL.FOOD.ZS.UN,food_exports_pct,25.64516069,Sri Lanka
2020,TX.VAL.FOOD.ZS.UN,food_exports_pct,26.60093034,Sri Lanka
2019,TX.VAL.FOOD.ZS.UN,food_exports_pct,23.72379844,Sri Lanka
2018,TX.VAL.FOOD.ZS.UN,food_exports_pct,,Sri Lanka
2017,TX.VAL.FOOD.ZS.UN,food_exports_pct,26.08690331,Sri Lanka
2016,TX.VAL.FOOD.ZS.UN,food_exports_pct,25.12890811,Sri Lanka
2015,TX.VAL.FOOD.ZS.UN,food_exports_pct,25.66415687,Sri Lanka
2014,TX.VAL.FOOD.ZS.UN,food_exports_pct,26.39959592,Sri Lanka
2013,TX.VAL.FOOD.ZS.UN,food_exports_pct,26.499621,Sri Lanka
2024,TX.VAL.FOOD.ZS.UN,food_exports_pct,14.7199617,Thailand
2023,TX.VAL.FOOD.ZS.UN,food_exports_pct,15.05651204,Thailand
2022,TX.VAL.FOOD.ZS.UN,food_exports_pct,14.39703553,Thailand
2021,TX.VAL.FOOD.ZS.UN,food_exports_pct,13.63772228,Thailand
2020,TX.VAL.FOOD.ZS.UN,food_exports_pct,14.45089115,Thailand
2019,TX.VAL.FOOD.ZS.UN,food_exports_pct,13.86075475,Thailand
2018,TX.VAL.FOOD.ZS.UN,food_exports_pct,13.47979098,Thailand
2017,TX.VAL.FOOD.ZS.UN,food_exports_pct,13.56999067,Thailand
2016,TX.VAL.FOOD.ZS.UN,food_exports_pct,13.46657176,Thailand
2015,TX.VAL.FOOD.ZS.UN,food_exports_pct,13.52848626,Thailand
2014,TX.VAL.FOOD.ZS.UN,food_exports_pct,13.56510562,Thailand
2013,TX.VAL.FOOD.ZS.UN,food_exports_pct,12.85139071,Thailand
2024,TX.VAL.FOOD.ZS.UN,food_exports_pct,,Viet Nam
2023,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.362269037,Viet Nam
2022,TX.VAL.FOOD.ZS.UN,food_exports_pct,8.171368997,Viet Nam
2021,TX.VAL.FOOD.ZS.UN,food_exports_pct,8.153493529,Viet Nam
2020,TX.VAL.FOOD.ZS.UN,food_exports_pct,8.781796541,Viet Nam
2019,TX.VAL.FOOD.ZS.UN,food_exports_pct,9.416308934,Viet Nam
2018,TX.VAL.FOOD.ZS.UN,food_exports_pct,10.63415881,Viet Nam
2017,TX.VAL.FOOD.ZS.UN,food_exports_pct,12.11055674,Viet Nam
2016,TX.VAL.FOOD.ZS.UN,food_exports_pct,12.87482015,Viet Nam
2015,TX.VAL.FOOD.ZS.UN,food_exports_pct,12.95617564,Viet Nam
2014,TX.VAL.FOOD.ZS.UN,food_exports_pct,14.81530781,Viet Nam
2013,TX.VAL.FOOD.ZS.UN,food_exports_pct,14.44451732,Viet Nam
2024,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,2.323848625,Cambodia
2023,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,2.399947791,Cambodia
2022,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.116982748,Cambodia
2021,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.179182601,Cambodia
2020,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.558161546,Cambodia
2019,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.488076414,Cambodia
2018,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.2739504,Cambodia
2017,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.281044133,Cambodia
2016,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.127397851,Cambodia
2015,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.124488904,Cambodia
2014,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.259411641,Cambodia
2013,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.24245729,Cambodia
2024,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,10.2519087,Indonesia
2023,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,8.661758889,Indonesia
2022,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,8.593720961,Indonesia
2021,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,6.812698931,Indonesia
2020,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,5.573116743,Indonesia
2019,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,5.447375777,Indonesia
2018,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,6.872276752,Indonesia
2017,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,5.953723221,Indonesia
2016,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,5.749876172,Indonesia
2015,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,5.476434136,Indonesia
2014,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,4.734889242,Indonesia
2013,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,7.030949146,Indonesia
2024,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,,Lao PDR
