year,indicator_code,indicator_name,value,country_name
2023,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,20.17902223,Lao PDR
2022,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,16.10818948,Lao PDR
2021,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,12.05664542,Lao PDR
2020,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,15.73711329,Lao PDR
2019,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,22.47768108,Lao PDR
2018,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,26.34967625,Lao PDR
2017,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,24.5288042,Lao PDR
2016,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,36.92652358,Lao PDR
2015,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,40.31519825,Lao PDR
2014,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,46.8833425,Lao PDR
2013,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,57.25484645,Lao PDR
2024,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.696829991,Malaysia
2023,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.790461848,Malaysia
2022,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.945766918,Malaysia
2021,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,4.718026008,Malaysia
2020,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.502939746,Malaysia
2019,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.86055943,Malaysia
2018,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,4.266519046,Malaysia
2017,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.947781085,Malaysia
2016,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.854242852,Malaysia
2015,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.925235484,Malaysia
2014,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,2.877698154,Malaysia
2013,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,3.292700102,Malaysia
2024,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,7.509011055,Philippines
2023,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,7.877617425,Philippines
2022,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,6.934564431,Philippines
2021,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,7.48747407,Philippines
2020,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,6.595741782,Philippines
2019,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,5.115535897,Philippines
2018,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,4.908206851,Philippines
2017,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,5.584065613,Philippines
2016,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,4.00252117,Philippines
2015,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,5.061376731,Philippines
2014,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,6.588340242,Philippines
2013,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,6.114047727,Philippines
2024,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.566958694,Sri Lanka
2023,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.599148181,Sri Lanka
2022,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.677469669,Sri Lanka
2021,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.681639263,Sri Lanka
2020,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.552811054,Sri Lanka
2019,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.738017127,Sri Lanka
2018,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,,Sri Lanka
2017,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.778839493,Sri Lanka
2016,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.597589673,Sri Lanka
2015,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.537232353,Sri Lanka
2014,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.555241521,Sri Lanka
2013,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.621745135,Sri Lanka
2024,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,2.788989277,Thailand
2023,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,2.335632488,Thailand
2022,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,2.642633556,Thailand
2021,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,2.560335245,Thailand
2020,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.858142136,Thailand
2019,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.649382165,Thailand
2018,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.612555527,Thailand
2017,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.483846171,Thailand
2016,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.197894948,Thailand
2015,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.1361874,Thailand
2014,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.316381544,Thailand
2013,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.285487542,Thailand
2024,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,,Viet Nam
2023,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.110537455,Viet Nam
2022,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.175505547,Viet Nam
2021,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.156839071,Viet Nam
2020,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.054244381,Viet Nam
2019,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.090681137,Viet Nam
2018,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.129533154,Viet Nam
2017,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,1.014998699,Viet Nam
2016,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.824603887,Viet Nam
2015,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.79711705,Viet Nam
2014,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.786280339,Viet Nam
2013,TX.VAL.MMTL.ZS.UN,ores_metals_exports_pct,0.710582349,Viet Nam
2024,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,46.11140463,Cambodia
2023,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,54.4507095,Cambodia
2022,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,58.45821117,Cambodia
2021,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,56.79893866,Cambodia
2020,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,52.18809961,Cambodia
2019,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,43.84206047,Cambodia
2018,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,42.57902232,Cambodia
2017,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,40.52473724,Cambodia
2016,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,39.45395846,Cambodia
2015,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,40.72301425,Cambodia
2014,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,39.41284306,Cambodia
2013,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,40.14210513,Cambodia
2024,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,30.97299801,Indonesia
2023,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,29.93537532,Indonesia
2022,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,30.85273529,Indonesia
2021,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,36.1990816,Indonesia
2020,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,40.48995208,Indonesia
2019,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,37.08299782,Indonesia
2018,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,37.56396891,Indonesia
2017,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,35.96453709,Indonesia
2016,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,35.36990487,Indonesia
2015,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,36.98786525,Indonesia
2014,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,33.98183415,Indonesia
2013,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,29.78187008,Indonesia
2024,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,115.4044177,Lao PDR
2023,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,122.9530168,Lao PDR
2022,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,129.2315561,Lao PDR
2021,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,105.3901031,Lao PDR
2020,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,114.4584389,Lao PDR
2019,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,107.8305072,Lao PDR
2018,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,91.93200399,Lao PDR
2017,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,93.22181147,Lao PDR
2016,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,88.83463842,Lao PDR
2015,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,83.34374742,Lao PDR
2014,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,74.28733039,Lao PDR
2013,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,70.37668032,Lao PDR
2024,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2023,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2022,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2021,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2020,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2019,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2018,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2017,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2016,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2015,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2014,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2013,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,,Malaysia
2024,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,26.26045505,Philippines
2023,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,25.66687258,Philippines
2022,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,25.87529028,Philippines
2021,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,26.1303952,Philippines
2020,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,25.31163892,Philippines
2019,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,20.35168421,Philippines
2018,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,20.63999064,Philippines
2017,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,20.17948483,Philippines
2016,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,21.26389274,Philippines
2015,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,23.34001823,Philippines
2014,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,23.72074817,Philippines
2013,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,24.1818488,Philippines
2024,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,58.88970204,Sri Lanka
2023,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,74.58865042,Sri Lanka
2022,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,81.28090657,Sri Lanka
2021,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,67.85643573,Sri Lanka
2020,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,69.31319801,Sri Lanka
2019,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,64.85484351,Sri Lanka
2018,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,57.48928657,Sri Lanka
2017,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,55.148252,Sri Lanka
2016,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,54.38241777,Sri Lanka
2015,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,52.87979147,Sri Lanka
2014,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,52.3589317,Sri Lanka
2013,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,52.2481961,Sri Lanka
2024,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,37.48912082,Thailand
2023,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,38.70708882,Thailand
2022,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,41.89861107,Thailand
2021,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,40.25205644,Thailand
2020,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,38.18525157,Thailand
2019,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,32.17690865,Thailand
2018,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,35.68589602,Thailand
2017,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,35.22982766,Thailand
2016,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,33.2711075,Thailand
2015,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,32.31480923,Thailand
2014,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,38.02588005,Thailand
2013,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,39.09678127,Thailand
2024,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,28.84929811,Viet Nam
2023,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,34.47907532,Viet Nam
2022,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,37.25802815,Viet Nam
2021,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,40.21921635,Viet Nam
2020,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,39.02346795,Viet Nam
2019,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,38.57321914,Viet Nam
2018,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,38.26956407,Viet Nam
2017,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,41.57012523,Viet Nam
2016,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,37.24343688,Viet Nam
2015,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,36.02765129,Viet Nam
2014,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,33.27332736,Viet Nam
2013,DT.DOD.DECT.GN.ZS,external_debt_stocks_pct_gni,32.10197227,Viet Nam
2024,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Cambodia
2023,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.807010896,Cambodia
2022,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.81491673,Cambodia
2021,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.926061874,Cambodia
2020,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.677347947,Cambodia
2019,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.433610263,Cambodia
2018,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.400040849,Cambodia
2017,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.304566666,Cambodia
2016,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.268513922,Cambodia
2015,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.00178003,Cambodia
2014,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.092716497,Cambodia
2013,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.115847462,Cambodia
2024,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Indonesia
2023,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,8.811321617,Indonesia
2022,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,12.28583152,Indonesia
2021,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,12.31101914,Indonesia
2020,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,15.27015973,Indonesia
2019,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,10.25765977,Indonesia
2018,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,7.921043987,Indonesia
2017,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,9.18370918,Indonesia
2016,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,9.306190883,Indonesia
2015,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,8.170235607,Indonesia
2014,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,14.10690602,Indonesia
2013,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,5.59809288,Indonesia
2024,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Lao PDR
2023,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,6.775631143,Lao PDR
2022,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,5.362889222,Lao PDR
2021,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,8.500356416,Lao PDR
2020,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,10.00448646,Lao PDR
2019,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,11.44929272,Lao PDR
2018,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,10.14160065,Lao PDR
2017,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,8.330274872,Lao PDR
2016,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,7.216716967,Lao PDR
2015,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,5.38566163,Lao PDR
2014,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,5.343893661,Lao PDR
2013,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,5.785215239,Lao PDR
2024,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2023,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2022,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2021,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2020,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2019,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2018,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2017,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2016,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2015,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2014,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2013,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Malaysia
2024,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Philippines
2023,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,5.223476045,Philippines
2022,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,4.964173068,Philippines
2021,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,7.788225991,Philippines
2020,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,6.171917034,Philippines
2019,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,6.044667314,Philippines
2018,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,4.574588098,Philippines
2017,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,5.414918981,Philippines
2016,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,7.798448709,Philippines
2015,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,6.830191328,Philippines
2014,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,6.124713779,Philippines
2013,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,7.163581668,Philippines
2024,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Sri Lanka
2023,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,10.25016836,Sri Lanka
2022,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,13.33680147,Sri Lanka
2021,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,27.9448928,Sri Lanka
2020,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,33.0317159,Sri Lanka
2019,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,25.39031018,Sri Lanka
2018,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,21.71033507,Sri Lanka
2017,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,19.22560024,Sri Lanka
2016,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,14.63309375,Sri Lanka
2015,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,17.37528185,Sri Lanka
2014,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,24.2624871,Sri Lanka
2013,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,11.95443262,Sri Lanka
2024,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Thailand
2023,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.485206811,Thailand
2022,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.577451225,Thailand
2021,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.395508708,Thailand
2020,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,2.529977365,Thailand
2019,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.690293808,Thailand
2018,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.495167629,Thailand
2017,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.271081042,Thailand
2016,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.281436579,Thailand
2015,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.772317115,Thailand
2014,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.718571433,Thailand
2013,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,0.805290218,Thailand
2024,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,,Viet Nam
2023,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.243200229,Viet Nam
2022,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.141821037,Viet Nam
2021,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.321985818,Viet Nam
2020,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.753133803,Viet Nam
2019,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.571725635,Viet Nam
2018,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.589747765,Viet Nam
2017,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.610722105,Viet Nam
2016,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.929996256,Viet Nam
2015,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.631289777,Viet Nam
2014,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,2.238335426,Viet Nam
2013,DT.TDS.DPPF.XP.ZS,debt_service_ppg_imf_pct_exports,1.891318937,Viet Nam
2024,NY.GDP.MKTP.CD,gdp_current_usd,46352647037,Cambodia
2023,NY.GDP.MKTP.CD,gdp_current_usd,42335646896,Cambodia
2022,NY.GDP.MKTP.CD,gdp_current_usd,39994532960,Cambodia
2021,NY.GDP.MKTP.CD,gdp_current_usd,36790163687,Cambodia
2020,NY.GDP.MKTP.CD,gdp_current_usd,34818073901,Cambodia
2019,NY.GDP.MKTP.CD,gdp_current_usd,36685356408,Cambodia
2018,NY.GDP.MKTP.CD,gdp_current_usd,33145892169,Cambodia
2017,NY.GDP.MKTP.CD,gdp_current_usd,29355665910,Cambodia
2016,NY.GDP.MKTP.CD,gdp_current_usd,26556545153,Cambodia
2015,NY.GDP.MKTP.CD,gdp_current_usd,24174170369,Cambodia
2014,NY.GDP.MKTP.CD,gdp_current_usd,22041463968,Cambodia
2013,NY.GDP.MKTP.CD,gdp_current_usd,19807135253,Cambodia
2024,NY.GDP.MKTP.CD,gdp_current_usd,1.40E+12,Indonesia
2023,NY.GDP.MKTP.CD,gdp_current_usd,1.37E+12,Indonesia
2022,NY.GDP.MKTP.CD,gdp_current_usd,1.32E+12,Indonesia
2021,NY.GDP.MKTP.CD,gdp_current_usd,1.19E+12,Indonesia
2020,NY.GDP.MKTP.CD,gdp_current_usd,1.06E+12,Indonesia
2019,NY.GDP.MKTP.CD,gdp_current_usd,1.12E+12,Indonesia
2018,NY.GDP.MKTP.CD,gdp_current_usd,1.04E+12,Indonesia
2017,NY.GDP.MKTP.CD,gdp_current_usd,1.02E+12,Indonesia
2016,NY.GDP.MKTP.CD,gdp_current_usd,9.32E+11,Indonesia
2015,NY.GDP.MKTP.CD,gdp_current_usd,8.61E+11,Indonesia
2014,NY.GDP.MKTP.CD,gdp_current_usd,8.91E+11,Indonesia
2013,NY.GDP.MKTP.CD,gdp_current_usd,9.13E+11,Indonesia
2024,NY.GDP.MKTP.CD,gdp_current_usd,16502933121,Lao PDR
2023,NY.GDP.MKTP.CD,gdp_current_usd,15843155731,Lao PDR
2022,NY.GDP.MKTP.CD,gdp_current_usd,15468785204,Lao PDR
2021,NY.GDP.MKTP.CD,gdp_current_usd,18827148531,Lao PDR
2020,NY.GDP.MKTP.CD,gdp_current_usd,18981805250,Lao PDR
2019,NY.GDP.MKTP.CD,gdp_current_usd,18740561513,Lao PDR
2018,NY.GDP.MKTP.CD,gdp_current_usd,18141641090,Lao PDR
